Temperature,Vibration,Current,RPM,Fault
55.42,3.84,7.78,1377.52,0
62.48,1.64,7.3,1419.7,0
60.72,4.47,8.66,1486.88,0
54.97,1.57,9.21,1492.8,0
55.86,1.18,5.99,1438.41,0
82.49,8.1,14.38,1447.75,1
50.74,3.96,9.38,1462.2,0
66.67,4.48,13.43,1383.85,1
55.51,3.18,10.18,1455.89,0
48.74,4.75,8.94,1476.43,0
63.3,3.33,12.14,1287.17,1
56.51,1.47,6.31,1429.21,0
76.85,3.0,15.63,1418.42,1
43.68,3.67,8.46,1462.84,0
46.64,2.83,10.52,1478.06,0
53.81,2.38,5.2,1419.15,0
50.8,4.92,5.47,1427.81,0
71.9,3.27,14.41,1289.27,1
59.44,4.43,10.91,1403.95,0
80.4,8.16,12.96,1406.47,1
72.67,5.87,8.14,1345.07,1
49.19,3.74,10.38,1378.08,0
100.38,14.97,18.02,1293.27,2
59.58,6.46,12.85,1352.1,1
81.32,11.98,24.15,1107.47,2
82.41,4.38,12.7,1293.32,1
43.77,3.53,9.72,1372.3,0
52.5,3.79,7.57,1479.58,0
61.89,1.43,10.54,1375.61,0
42.36,3.87,7.21,1448.79,0
40.95,3.42,8.39,1365.87,0
53.51,1.2,5.44,1378.1,0
58.54,1.52,6.35,1368.96,0
55.49,4.67,8.25,1365.53,0
57.47,4.15,6.97,1403.47,0
59.58,1.85,10.13,1467.8,0
106.43,14.99,23.69,1254.96,2
46.64,3.63,7.73,1370.39,0
49.0,2.1,8.58,1496.89,0
41.73,2.14,5.65,1424.92,0
52.04,1.68,10.11,1385.63,0
77.52,8.32,16.5,1184.56,2
68.14,4.76,14.82,1357.6,1
76.86,3.63,14.65,1395.97,1
55.12,3.67,8.88,1402.7,0
62.09,4.01,7.65,1446.03,0
68.35,6.05,11.33,1356.4,1
43.01,2.82,8.19,1430.75,0
61.48,2.55,11.13,1401.02,0
51.19,1.63,8.72,1392.23,0
61.8,3.31,7.42,1470.45,0
59.99,2.02,8.87,1426.5,0
82.41,11.42,15.72,1223.58,2
62.11,4.94,11.85,1381.43,1
58.15,3.73,5.95,1371.43,0
52.73,3.22,10.77,1425.69,0
60.87,2.97,6.72,1492.53,0
50.5,2.54,10.96,1465.71,0
73.7,6.87,13.71,1329.74,1
52.5,2.65,11.09,1444.71,0
63.05,1.15,10.99,1384.62,0
41.76,4.56,6.39,1463.54,0
69.14,6.28,12.87,1297.56,1
52.59,2.47,8.46,1414.1,0
46.33,4.03,7.36,1472.43,0
83.4,3.64,9.24,1440.61,1
42.84,4.29,9.91,1381.91,0
55.58,3.67,8.83,1380.79,0
75.91,7.21,10.88,1329.91,1
56.67,3.89,12.61,1405.7,1
43.62,4.21,7.15,1465.74,0
51.1,4.13,9.76,1445.27,0
52.79,3.92,6.47,1388.08,0
60.43,3.98,9.27,1313.02,1
60.92,3.6,9.3,1400.12,0
44.75,2.93,6.44,1377.28,0
60.07,2.12,6.94,1475.08,0
62.15,4.58,7.08,1384.5,0
60.48,7.12,10.82,1446.69,1
48.87,3.92,9.19,1486.97,0
50.88,4.4,5.75,1434.74,0
41.28,2.61,9.72,1417.55,0
64.28,6.86,15.06,1348.37,1
52.06,4.37,10.97,1476.88,0
44.58,1.49,8.4,1373.92,0
56.54,4.6,10.49,1467.14,0
61.82,4.35,11.59,1396.17,0
106.37,9.65,17.63,1315.92,2
45.51,1.75,10.46,1402.52,0
73.36,7.95,10.04,1407.46,1
40.53,3.89,5.23,1439.29,0
57.82,4.74,5.45,1378.84,0
62.93,7.36,14.7,1413.32,1
48.9,1.68,5.74,1486.01,0
62.3,4.48,11.99,1437.78,0
48.13,3.99,9.55,1477.38,0
82.93,7.86,9.17,1407.1,1
45.32,4.58,6.08,1463.89,0
43.53,3.6,6.34,1411.79,0
94.3,12.9,19.07,1220.5,2
74.13,7.61,13.16,1282.88,1
63.56,4.44,14.3,1289.58,1
50.63,4.25,11.43,1440.07,0
59.84,7.1,11.45,1381.29,1
42.58,3.13,5.69,1468.58,0
40.49,3.94,8.41,1471.98,0
49.46,2.33,5.07,1375.43,0
58.05,4.81,10.27,1376.92,0
53.44,4.98,7.79,1442.31,0
58.96,2.79,9.95,1398.33,0
78.11,11.34,15.62,1238.65,2
43.69,2.68,6.1,1478.18,0
54.63,3.19,9.48,1388.92,0
50.62,4.63,8.55,1378.19,0
56.27,3.62,6.78,1386.97,0
54.02,4.68,11.4,1351.62,0
55.76,5.13,14.24,1375.86,1
59.05,2.65,8.33,1452.09,0
47.78,3.04,11.04,1412.5,0
53.62,2.95,7.67,1457.83,0
60.08,5.84,15.77,1343.3,1
84.15,3.26,14.81,1416.63,1
49.68,4.64,11.79,1376.05,0
42.08,3.05,7.29,1400.34,0
64.18,1.5,8.55,1357.74,0
64.25,4.33,6.49,1377.27,0
62.23,4.52,10.3,1434.52,0
74.58,8.52,14.66,1399.9,1
82.99,6.94,11.51,1287.63,1
64.72,4.63,8.86,1453.93,0
77.98,4.86,14.58,1311.08,1
60.55,4.4,6.48,1448.6,0
46.19,4.06,7.6,1462.4,0
66.6,4.66,9.51,1338.9,1
62.77,4.15,10.9,1478.85,0
58.46,3.12,8.0,1472.07,0
64.17,3.38,10.61,1389.69,0
43.68,1.55,11.14,1488.19,0
48.51,3.04,9.31,1486.59,0
51.12,2.36,10.94,1422.53,0
51.61,4.71,11.31,1363.48,0
45.44,2.21,11.05,1465.06,0
54.99,2.92,6.49,1449.06,0
59.11,1.09,7.63,1366.61,0
63.61,2.02,10.81,1472.46,0
61.85,3.18,5.47,1426.21,0
60.19,1.2,11.2,1437.94,0
81.12,5.74,10.91,1447.17,1
77.24,8.05,11.02,1282.26,1
47.87,4.2,11.62,1462.21,0
60.75,2.78,5.85,1356.12,0
46.39,2.46,10.91,1379.24,0
56.97,4.49,8.03,1411.91,0
54.02,4.59,5.7,1424.08,0
98.11,13.44,15.65,1103.26,2
101.78,14.9,18.64,1242.83,2
42.2,1.05,7.59,1362.31,0
41.24,4.35,5.45,1483.1,0
86.43,13.61,23.67,1110.6,2
89.93,14.37,17.94,1127.8,2
57.5,4.08,6.96,1411.21,0
51.08,3.35,11.7,1436.09,0
52.23,1.9,5.38,1466.88,0
81.25,10.07,24.76,1181.66,2
46.11,3.13,6.95,1397.38,0
60.92,7.42,13.83,1281.45,1
59.16,1.86,10.8,1488.58,0
61.0,3.12,10.35,1361.79,0
41.97,3.63,9.7,1375.41,0
103.97,9.63,19.42,1196.75,2
56.36,6.64,12.51,1315.15,1
44.96,2.98,10.2,1465.56,0
47.33,2.85,9.92,1360.4,0
54.05,4.16,6.72,1428.58,0
71.11,5.7,15.49,1399.36,1
77.35,4.66,8.14,1320.34,1
63.82,5.68,13.82,1397.8,1
62.18,3.13,9.12,1491.84,0
71.08,3.12,15.47,1360.41,1
50.49,1.75,5.06,1495.51,0
78.61,8.02,12.67,1366.23,1
49.75,4.45,11.5,1395.52,0
69.45,3.7,9.0,1396.55,1
46.16,2.04,11.58,1411.05,0
44.88,3.6,9.71,1474.38,0
56.69,1.23,5.03,1363.21,0
55.08,1.98,7.73,1393.3,0
50.66,3.19,6.22,1394.39,0
45.38,1.29,7.52,1416.02,0
58.35,3.49,8.39,1376.48,0
41.1,1.16,11.6,1471.59,0
63.19,7.92,12.89,1343.36,1
55.2,5.86,14.35,1387.11,1
40.64,3.04,10.99,1381.17,0
46.24,1.54,10.58,1384.3,0
71.09,8.94,13.61,1315.48,1
61.02,3.95,8.62,1435.04,1
86.73,13.45,23.55,1195.83,2
61.42,3.44,11.35,1437.35,0
46.53,2.44,8.45,1403.88,0
44.39,2.4,6.72,1384.31,0
44.63,2.87,10.85,1480.89,0
82.01,6.09,8.2,1297.96,1
53.43,2.78,9.44,1474.15,0
47.81,3.94,8.85,1433.91,0
54.55,2.38,9.35,1356.86,0
44.13,2.66,10.5,1411.93,0
85.74,9.81,19.48,1236.39,2
68.12,3.45,15.57,1436.49,1
58.04,1.77,9.57,1431.99,0
42.93,1.05,7.99,1400.96,0
70.83,8.65,12.95,1403.36,1
62.88,4.38,10.2,1375.17,0
79.64,8.02,13.34,1348.65,1
79.62,6.37,10.12,1389.35,1
93.08,11.22,19.34,1252.37,2
44.56,4.52,9.94,1481.31,0
54.45,3.13,6.46,1371.18,0
60.34,2.4,9.17,1375.6,0
42.4,3.66,11.37,1433.91,0
57.5,4.31,10.54,1482.39,0
45.48,2.79,11.96,1411.9,0
48.25,3.6,10.3,1462.43,0
65.0,7.2,15.33,1281.85,1
42.73,3.68,10.17,1425.03,0
42.56,3.84,7.54,1362.85,0
60.36,3.66,8.66,1403.82,0
61.04,4.74,8.78,1330.21,1
45.39,4.99,8.03,1455.44,0
75.23,4.23,15.46,1324.96,1
62.23,2.7,7.89,1416.43,0
44.19,2.47,8.95,1448.52,0
60.2,1.7,9.24,1400.54,0
52.39,4.78,5.16,1469.15,0
71.19,6.25,14.86,1359.97,1
59.59,2.59,9.35,1479.35,0
42.24,1.19,8.07,1402.03,0
81.64,12.41,20.36,1133.96,2
57.14,6.94,8.9,1419.37,1
45.08,4.05,7.71,1426.69,0
58.25,4.14,5.63,1437.23,0
54.27,1.74,6.95,1382.81,0
62.07,1.49,6.18,1421.66,0
70.84,6.06,13.17,1301.49,1
53.76,3.44,9.87,1487.72,0
51.7,2.25,8.07,1403.84,0
104.41,10.14,23.89,1109.44,2
44.42,1.25,7.57,1425.92,0
42.48,1.83,6.29,1427.94,0
45.87,3.82,10.72,1431.96,0
45.58,1.32,5.4,1395.9,0
84.06,6.01,9.34,1396.1,1
45.84,2.38,11.1,1425.78,0
52.36,3.79,5.08,1445.62,0
57.57,4.17,9.4,1372.9,0
67.64,5.66,12.39,1381.27,1
65.2,3.64,13.46,1303.2,1
56.41,1.66,5.39,1368.15,0
59.13,1.86,8.73,1364.37,0
47.73,2.12,11.81,1373.0,0
68.46,6.76,14.48,1340.65,1
58.31,2.17,7.34,1354.07,0
85.51,11.22,18.95,1260.7,2
60.35,4.85,10.22,1414.33,0
41.31,3.2,7.15,1430.04,0
62.63,5.45,14.9,1340.76,1
59.04,3.47,5.71,1362.62,0
58.65,7.86,11.85,1356.61,1
55.18,1.74,9.39,1376.07,0
41.92,3.49,5.53,1360.51,0
75.87,8.07,9.78,1376.86,1
63.16,4.26,7.26,1497.34,0
62.7,1.94,8.79,1430.7,0
74.46,8.4,12.99,1302.32,1
62.74,4.03,13.35,1437.99,1
54.86,3.24,5.71,1413.25,0
42.09,1.71,9.18,1438.82,0
50.56,1.69,7.51,1378.94,0
44.06,1.65,11.24,1361.41,0
44.31,4.49,9.29,1373.58,0
52.38,4.72,11.28,1400.61,0
42.2,1.6,5.06,1438.47,0
53.18,2.31,6.76,1426.85,0
56.56,1.47,7.02,1409.68,0
84.69,7.49,8.27,1314.92,1
41.75,1.53,9.06,1409.36,0
44.82,1.53,7.84,1384.08,0
87.16,13.85,17.56,1116.75,2
46.17,4.39,7.57,1437.24,0
43.94,2.09,5.71,1489.0,0
68.97,6.03,9.08,1351.48,1
59.45,5.61,15.46,1365.7,1
41.94,2.26,10.75,1448.44,0
47.56,3.52,11.93,1356.18,0
54.51,1.3,6.22,1483.45,0
55.83,3.34,8.54,1404.28,1
62.61,1.79,5.18,1353.04,0
54.88,1.21,8.47,1439.53,0
54.39,1.44,7.46,1471.85,0
81.41,6.01,9.49,1301.61,1
60.42,1.84,7.34,1449.65,0
49.8,3.79,6.35,1446.23,0
50.93,4.28,10.13,1496.11,0
46.51,1.14,9.66,1455.51,0
54.14,1.57,9.93,1485.76,0
67.82,8.5,14.54,1422.44,1
41.87,3.52,9.48,1388.51,0
44.03,1.33,5.13,1374.86,0
45.42,4.9,7.54,1464.2,0
63.95,3.36,7.73,1470.22,0
56.02,4.82,8.26,1494.08,0
46.02,4.74,8.64,1404.72,0
46.96,1.71,5.62,1368.1,0
68.58,6.04,8.26,1291.78,1
56.95,1.85,6.6,1395.79,0
55.61,3.72,8.41,1356.08,0
79.23,6.3,15.17,1444.45,1
47.73,3.47,6.21,1411.96,0
81.25,6.68,9.51,1328.5,1
90.65,9.13,23.0,1178.41,2
106.55,11.63,20.53,1173.04,2
65.85,7.71,9.92,1397.62,1
62.42,1.32,8.67,1411.56,0
69.75,5.66,12.21,1329.92,1
61.54,8.0,8.76,1348.65,1
41.42,4.61,5.13,1470.49,0
55.8,4.07,11.77,1438.71,1
103.83,11.37,21.74,1195.7,2
41.96,1.1,11.74,1475.4,0
64.11,5.39,10.54,1359.46,1
56.22,3.26,15.09,1301.53,1
44.71,3.0,10.55,1372.52,0
103.89,13.91,17.49,1226.87,2
52.61,4.8,5.7,1469.79,0
77.17,4.66,10.25,1443.77,1
49.53,4.73,6.61,1397.96,0
51.26,4.48,7.37,1458.98,0
54.3,3.89,8.85,1467.92,0
71.22,3.58,9.94,1282.11,1
71.59,8.6,15.41,1358.47,1
44.89,4.25,10.91,1388.79,0
98.91,12.59,20.55,1164.42,2
53.28,4.22,10.54,1437.2,0
46.84,3.61,9.59,1424.0,0
52.79,1.37,11.45,1401.59,0
61.84,4.05,8.59,1450.61,0
56.86,5.81,14.62,1356.71,1
42.01,1.63,6.75,1423.28,0
46.29,1.71,10.42,1398.25,0
70.58,8.88,13.56,1382.23,1
80.64,6.97,15.98,1431.84,1
95.4,14.08,16.96,1278.2,2
48.75,1.85,7.02,1436.64,0
46.48,1.78,5.4,1401.37,0
49.88,1.16,8.33,1431.45,0
56.87,3.71,7.61,1491.25,0
48.85,1.12,11.87,1443.72,0
47.19,2.23,7.47,1443.19,0
58.21,6.03,13.58,1379.76,1
58.52,2.94,5.6,1495.87,0
59.01,1.73,5.29,1442.89,0
57.89,1.44,10.25,1370.38,0
62.89,2.57,6.65,1449.21,0
43.6,4.74,11.92,1415.01,0
60.03,4.09,11.44,1429.98,0
42.42,4.17,7.98,1470.17,0
40.73,3.45,7.12,1461.38,0
50.51,2.29,8.9,1408.3,0
45.25,1.33,9.72,1437.22,0
77.18,5.56,10.67,1333.8,1
59.06,2.72,6.24,1497.46,0
55.08,2.3,11.89,1450.1,0
62.67,3.35,5.6,1417.47,0
61.11,8.61,12.21,1295.72,1
73.59,4.84,10.38,1347.25,1
62.86,8.29,15.13,1313.4,1
48.82,1.19,9.08,1376.39,0
53.93,3.43,6.45,1394.8,0
49.32,2.41,8.8,1360.91,0
60.11,4.56,11.79,1457.89,0
78.28,3.5,15.12,1360.2,1
51.89,2.34,9.72,1445.75,0
107.89,13.85,21.29,1161.2,2
57.95,4.59,11.31,1399.28,0
56.13,4.45,6.53,1445.51,0
40.61,2.39,10.65,1469.61,0
61.27,4.84,11.8,1356.39,1
58.65,3.8,5.66,1493.02,0
56.53,3.54,10.39,1363.6,0
41.2,1.99,6.0,1433.69,0
43.74,4.35,6.96,1358.05,0
40.79,2.65,8.85,1372.76,0
44.03,4.28,9.03,1363.87,0
60.26,2.13,5.24,1366.49,0
55.25,3.61,12.78,1281.11,1
63.5,3.51,7.34,1370.89,0
63.28,5.1,9.73,1379.54,1
62.81,6.77,8.34,1345.72,1
42.07,3.57,8.3,1486.18,0
45.59,2.1,9.11,1448.95,0
43.07,3.18,6.58,1473.2,0
51.45,1.53,9.65,1382.11,0
45.22,1.27,8.52,1424.93,0
64.02,1.13,9.14,1461.52,0
49.96,1.67,11.41,1484.52,0
51.35,3.38,11.82,1399.13,0
62.87,1.39,8.39,1454.72,0
64.14,3.4,9.45,1456.99,0
43.59,1.61,8.03,1439.35,0
47.54,3.03,7.13,1381.1,0
41.12,1.36,8.4,1469.88,0
56.71,5.41,13.57,1285.04,1
89.82,9.37,18.46,1262.13,2
62.67,3.46,6.08,1423.12,0
59.42,3.95,11.24,1380.7,0
43.29,1.14,10.33,1399.65,0
55.7,1.49,8.6,1497.76,0
49.37,4.03,7.07,1367.56,0
53.01,4.9,11.76,1382.29,0
48.05,3.31,5.53,1491.5,0
48.03,3.4,6.58,1355.4,0
46.34,1.97,5.7,1472.58,0
61.56,2.99,5.16,1495.83,0
41.78,2.95,9.92,1426.98,0
62.84,4.02,7.58,1471.04,0
51.31,4.4,10.45,1477.69,0
46.08,1.52,11.0,1433.74,0
49.48,4.89,5.82,1422.99,0
57.9,3.64,5.19,1383.3,0
63.92,4.18,7.42,1370.73,0
50.6,2.44,10.59,1428.61,0
78.59,4.76,8.67,1362.93,1
63.67,2.56,5.45,1408.22,0
59.31,1.68,5.31,1448.05,0
63.75,4.8,9.01,1444.78,0
45.83,3.5,10.23,1382.81,0
86.89,10.81,22.2,1227.14,2
81.76,5.27,10.35,1395.15,1
50.51,3.36,9.23,1393.8,0
75.78,5.31,14.14,1432.73,1
82.44,5.12,13.65,1305.19,1
76.38,8.85,19.52,1305.45,2
64.47,8.78,13.51,1346.8,1
41.77,1.85,9.4,1354.24,0
67.68,5.08,11.18,1324.93,1
64.64,3.09,5.98,1382.95,0
46.33,3.02,5.21,1369.77,0
93.92,11.21,24.45,1248.19,2
60.92,1.29,9.01,1436.34,0
51.64,4.97,11.52,1402.85,0
92.25,9.46,16.63,1109.32,2
64.17,2.79,11.49,1394.86,0
47.24,1.52,10.28,1425.52,0
52.77,3.45,6.13,1361.48,0
44.26,1.76,11.49,1354.83,0
64.48,4.6,11.25,1468.32,0
61.56,5.74,14.82,1420.07,1
58.32,8.03,12.44,1397.29,1
40.54,3.65,7.56,1457.11,0
62.06,3.46,10.58,1405.73,0
42.55,4.6,7.0,1388.84,0
59.21,4.45,10.74,1412.47,0
59.47,8.89,13.9,1360.29,1
44.7,3.98,9.14,1431.09,0
65.69,4.3,9.71,1293.91,1
61.94,2.19,11.98,1493.13,0
105.02,8.45,24.53,1234.79,2
47.39,4.47,8.0,1413.22,0
63.84,3.6,5.35,1400.36,0
46.8,3.15,6.08,1471.62,0
40.56,4.44,6.92,1425.47,0
41.3,2.09,6.46,1380.17,0
50.38,1.6,11.7,1410.65,0
79.86,4.71,9.48,1445.22,1
57.45,4.27,6.72,1465.63,0
47.25,4.48,10.23,1413.67,0
63.44,3.95,8.21,1435.4,0
91.72,13.42,22.68,1209.44,2
75.6,14.63,18.69,1102.22,2
61.0,3.9,11.26,1367.63,0
58.67,4.53,10.37,1355.13,0
40.48,3.61,5.37,1496.99,0
40.72,3.29,10.87,1458.35,0
97.52,14.87,16.56,1165.28,2
57.62,2.84,5.81,1377.32,0
49.89,1.75,8.93,1453.92,0
54.51,3.9,6.99,1460.27,0
55.42,4.82,10.89,1359.27,0
61.21,4.86,6.95,1381.06,0
76.7,5.68,15.4,1399.38,1
61.99,1.16,11.92,1449.66,0
75.4,10.55,22.61,1133.99,2
52.33,1.29,8.65,1352.9,0
61.32,3.87,10.43,1362.24,1
64.92,2.11,10.46,1437.21,0
82.34,3.44,14.05,1323.41,1
80.79,9.01,20.41,1235.18,2
53.17,2.11,9.9,1411.76,0
42.04,1.04,8.96,1444.41,0
82.06,10.03,22.0,1317.1,2
49.27,1.78,11.54,1437.2,0
52.49,3.5,5.97,1356.53,0
41.79,3.73,6.69,1457.09,0
64.82,3.16,10.3,1351.06,0
40.03,3.84,9.99,1416.68,0
55.21,4.94,6.83,1389.94,0
54.35,3.55,8.9,1460.74,0
50.25,1.58,9.83,1369.44,0
50.4,4.55,8.38,1473.53,0
49.9,2.09,7.04,1368.49,0
68.76,3.98,10.02,1342.48,1
53.32,1.97,6.88,1406.59,0
48.11,1.03,9.77,1390.3,0
84.5,10.66,21.82,1151.99,2
48.89,3.28,6.8,1416.04,0
45.83,4.77,9.12,1396.68,0
57.64,4.32,11.14,1446.4,0
45.07,4.55,7.02,1399.68,0
45.37,3.19,9.75,1357.96,0
60.01,1.74,7.47,1368.88,0
83.71,8.72,20.9,1192.4,2
52.51,3.17,8.58,1363.55,0
52.33,3.32,6.32,1485.14,0
79.24,6.31,8.01,1388.18,1
95.65,9.68,17.16,1222.28,2
108.02,9.86,17.26,1310.65,2
45.3,3.09,9.54,1397.28,0
89.99,14.77,24.64,1287.66,2
46.94,4.66,8.16,1484.77,0
63.7,3.82,6.52,1458.86,0
48.75,4.13,11.95,1386.1,0
44.24,2.94,9.91,1384.08,0
62.22,3.01,8.15,1437.88,0
63.35,2.29,7.56,1356.82,0
51.43,3.2,5.74,1498.71,0
79.29,11.74,23.79,1190.21,2
47.22,3.32,6.08,1422.17,0
41.79,2.56,10.19,1407.97,0
41.39,1.5,8.49,1400.54,0
64.5,2.28,10.21,1429.8,0
84.83,6.11,8.75,1308.31,1
61.39,3.82,8.12,1339.6,1
90.82,8.06,22.93,1162.72,2
103.25,9.93,22.1,1267.92,2
57.23,4.83,15.66,1447.49,1
50.29,1.39,6.65,1357.75,0
63.7,1.02,11.84,1459.33,0
56.17,4.8,6.2,1412.57,0
69.5,4.94,11.9,1397.1,1
43.9,2.85,6.55,1460.81,0
73.46,6.87,11.98,1434.63,1
41.02,3.69,7.42,1352.64,0
64.39,6.14,8.07,1396.86,1
72.36,8.61,15.27,1418.48,1
84.86,11.09,15.63,1292.14,2
74.06,7.28,11.43,1403.7,1
46.93,2.24,7.37,1383.79,0
66.74,8.88,15.72,1415.97,1
59.34,2.03,10.23,1435.08,0
45.75,2.35,11.99,1473.81,0
58.19,8.96,12.88,1317.89,1
52.94,2.72,7.22,1415.19,0
60.98,4.04,9.19,1494.17,0
43.1,4.72,6.15,1384.22,0
58.9,2.07,7.68,1390.24,0
56.67,8.99,13.56,1307.25,1
46.47,2.95,9.57,1368.2,0
61.93,2.56,8.79,1495.21,0
47.21,1.06,7.62,1359.44,0
79.81,4.94,11.88,1324.33,1
46.36,4.01,6.07,1409.36,0
58.58,4.97,14.53,1381.54,1
51.0,1.59,7.3,1415.1,0
58.16,3.85,15.82,1379.92,1
44.37,4.95,8.93,1453.12,0
49.74,3.43,10.29,1485.25,0
54.14,1.31,6.14,1408.21,0
62.14,1.55,5.87,1490.35,0
45.1,2.17,10.24,1422.39,0
76.83,5.36,14.78,1436.44,1
41.96,1.08,7.6,1461.87,0
54.39,1.49,9.83,1459.8,0
47.87,1.66,5.28,1375.01,0
41.17,3.98,5.87,1353.86,0
41.02,3.62,10.2,1479.0,0
47.63,4.25,10.82,1399.46,0
53.45,1.28,11.54,1464.95,0
69.04,6.94,15.16,1346.8,1
64.73,4.08,11.73,1466.95,0
62.02,4.59,11.1,1426.65,0
63.83,7.58,13.96,1321.79,1
60.69,2.25,8.75,1387.43,0
55.86,4.1,5.24,1438.97,0
57.3,3.61,6.57,1456.83,0
67.46,3.5,9.11,1430.02,1
50.8,2.76,9.29,1491.46,0
55.77,2.72,8.06,1396.56,0
58.68,4.54,9.55,1423.01,1
70.98,4.77,9.42,1310.21,1
46.65,4.14,11.7,1485.22,0
53.33,1.18,11.7,1489.23,0
75.81,10.66,16.8,1222.23,2
62.26,1.01,6.97,1430.74,0
53.61,4.22,7.18,1378.51,0
62.87,1.24,5.7,1489.56,0
55.31,8.22,8.96,1402.61,1
46.77,3.58,7.86,1353.81,0
51.74,3.88,8.71,1409.32,0
54.48,4.56,8.99,1444.76,0
54.9,1.04,6.46,1467.16,0
53.08,1.86,10.03,1362.72,0
62.03,2.03,9.15,1490.4,0
42.03,3.51,7.35,1450.81,0
50.03,2.15,5.85,1413.06,0
45.89,4.73,11.02,1456.47,0
42.96,3.77,6.67,1435.87,0
89.19,12.58,22.32,1270.11,2
61.5,1.09,6.76,1368.21,0
50.09,1.63,8.48,1431.06,0
61.69,2.91,11.91,1432.63,0
42.37,5.0,7.29,1462.23,0
63.62,2.74,6.39,1430.42,0
59.13,3.91,6.64,1399.58,0
57.31,4.12,6.67,1388.55,0
44.47,2.35,7.93,1426.28,0
59.15,4.38,9.3,1363.29,0
51.31,1.56,6.23,1424.76,0
54.52,4.2,8.7,1441.67,0
45.83,2.33,10.93,1371.88,0
53.31,3.26,9.2,1374.94,0
43.06,3.07,11.02,1430.71,0
42.56,1.25,5.36,1407.02,0
64.77,5.85,11.11,1338.23,1
76.26,8.84,17.4,1196.52,2
77.52,4.65,13.13,1364.78,1
75.94,3.09,9.85,1382.99,1
63.71,1.8,7.12,1423.64,0
77.43,5.38,9.68,1368.62,1
72.32,6.88,11.67,1369.88,1
59.43,3.32,7.01,1460.12,0
55.21,2.06,8.94,1456.28,0
56.78,3.09,11.29,1374.66,0
67.99,3.14,8.48,1395.24,1
86.22,11.78,19.6,1272.3,2
41.06,2.85,7.93,1466.9,0
57.76,7.23,12.27,1321.13,1
78.45,9.95,16.09,1156.47,2
47.79,1.99,10.21,1355.03,0
48.74,3.58,7.95,1471.74,0
53.9,4.97,6.02,1364.94,0
52.04,4.0,6.97,1382.86,0
54.65,4.69,8.63,1387.72,0
55.51,2.68,9.29,1464.25,0
59.97,2.03,9.33,1419.01,0
58.89,2.76,8.82,1465.9,0
58.12,3.45,5.84,1374.5,0
82.27,12.23,19.04,1270.33,2
56.1,1.14,6.49,1445.07,0
41.36,3.99,7.22,1350.02,0
97.69,9.75,17.39,1112.7,2
84.92,7.72,15.02,1407.13,1
53.71,4.13,10.81,1449.98,0
93.47,11.78,19.61,1171.7,2
89.29,11.28,23.45,1234.03,2
60.39,3.09,6.59,1443.78,0
58.62,2.05,8.64,1460.49,0
69.09,6.18,13.08,1404.32,1
54.36,4.68,11.42,1384.5,0
60.15,3.2,5.3,1444.97,0
60.77,8.02,15.56,1320.17,1
46.51,2.76,9.17,1399.15,0
61.05,4.44,9.39,1437.43,0
59.01,3.9,9.84,1473.23,0
42.13,1.19,8.64,1387.18,0
98.58,8.48,16.18,1301.54,2
54.86,2.71,7.34,1434.85,0
45.37,2.14,5.43,1395.6,0
61.55,4.38,7.23,1474.34,0
44.6,2.73,10.36,1465.06,0
54.49,1.67,9.99,1376.38,0
64.3,2.94,10.04,1421.56,0
64.82,3.71,10.11,1381.94,0
61.08,7.01,13.2,1433.21,1
47.12,2.23,10.62,1430.87,0
92.12,11.15,16.99,1167.68,2
96.55,10.94,20.0,1121.68,2
76.89,8.09,21.61,1163.66,2
78.1,4.36,15.8,1449.18,1
54.83,1.76,7.53,1479.3,0
48.39,3.79,8.32,1427.65,0
51.25,2.14,10.1,1422.85,0
41.87,5.0,9.84,1482.97,0
56.09,1.97,5.16,1471.31,0
56.69,3.59,10.67,1370.93,0
57.72,3.16,10.98,1362.17,0
51.82,3.71,11.12,1462.38,0
61.98,3.38,8.74,1369.72,0
46.38,4.16,6.08,1450.34,0
55.68,3.45,6.97,1411.75,0
81.59,6.56,11.13,1350.15,1
43.56,4.8,11.9,1385.25,0
71.33,3.23,11.72,1418.97,1
56.07,5.19,11.83,1311.69,1
57.07,2.01,7.74,1446.89,0
53.75,4.94,9.2,1449.99,0
77.55,5.7,12.9,1397.01,1
52.78,4.81,8.75,1499.26,0
75.88,6.45,10.83,1436.58,1
64.96,2.43,11.71,1465.97,0
40.36,3.68,9.34,1361.79,0
41.5,2.42,10.4,1442.29,0
51.38,3.22,5.86,1470.32,0
61.87,2.17,7.42,1398.6,0
57.07,2.54,11.08,1374.35,0
58.78,1.33,8.96,1432.78,0
49.81,2.92,9.2,1393.75,0
40.92,1.16,9.6,1492.75,0
84.26,8.56,12.89,1324.87,1
40.39,2.68,6.25,1478.35,0
41.84,1.68,8.64,1400.55,0
59.67,4.69,9.2,1378.07,0
70.84,5.47,10.15,1449.78,1
57.32,4.35,11.61,1452.49,0
59.62,1.79,5.2,1486.61,0
61.05,3.88,10.81,1380.08,0
53.45,3.9,8.36,1359.3,0
42.94,1.52,10.6,1463.87,0
61.35,2.81,11.99,1350.06,0
60.45,3.83,5.04,1498.98,0
43.3,4.65,5.21,1416.0,0
81.43,5.84,15.11,1356.58,1
60.83,2.31,7.17,1488.04,0
60.86,3.66,7.98,1368.5,0
52.73,3.83,6.45,1399.07,0
72.36,5.63,13.8,1362.73,1
